iteration,total_runs,obs_realization,par_realization,val,cal
3,870,89,89,0,436.088
3,870,90,90,0,450.05
3,870,91,91,0,440.701
3,870,92,92,0,437.729
3,870,93,93,0,479.283
3,870,94,94,0,511.728
3,870,95,95,0,429.486
3,870,96,96,0,440.22
3,870,97,97,0,440.703
3,870,98,98,0,442.072
3,870,99,99,0,463.321
3,870,100,100,0,428.332
3,870,101,101,0,400.505
3,870,102,102,0,455.694
3,870,103,103,0,421.682
3,870,104,104,0,485.12
3,870,105,105,0,420.884
3,870,106,106,0,421.315
3,870,107,107,0,456.57
3,870,108,108,0,451.504
3,870,109,109,0,470.258
3,870,110,110,0,426.338
3,870,111,111,0,411.228
3,870,112,112,0,429.512
3,870,113,113,0,404.131
3,870,114,114,0,428.936
3,870,115,115,0,448.897
3,870,116,116,0,432.12
3,870,117,117,0,452.392
3,870,118,118,0,430.649
3,870,119,119,0,392.112
3,870,120,120,0,418.244
3,870,121,121,0,433.404
3,870,123,123,0,433.586
3,870,124,124,0,410.955
3,870,125,125,0,398.54
3,870,126,126,0,434.423
3,870,127,127,0,433.24
3,870,128,128,0,591.479
3,870,129,129,0,414.176
3,870,130,130,0,437.323
3,870,131,131,0,458.725
3,870,132,132,0,456.897
3,870,133,133,0,430.341
3,870,135,135,0,431.486
3,870,136,136,0,454.619
3,870,137,137,0,429.792
3,870,138,138,0,440.39
3,870,139,139,0,454.977
3,870,140,140,0,424.999
3,870,141,141,0,524.133
3,870,142,142,0,407.457
3,870,143,143,0,457.404
3,870,144,144,0,506.839
3,870,145,145,0,434.139
3,870,146,146,0,418.948
3,870,147,147,0,435.502
3,870,148,148,0,456.469
3,870,149,149,0,400.849
3,870,150,150,0,476.885
3,870,152,152,0,412.511
3,870,154,154,0,440.634
3,870,155,155,0,600.835
3,870,156,156,0,435.617
3,870,157,157,0,429.547
3,870,158,158,0,489.395
3,870,159,159,0,435.108
3,870,160,160,0,491.741
3,870,161,161,0,440.428
3,870,162,162,0,423.961
3,870,163,163,0,442.205
3,870,164,164,0,466.828
3,870,165,165,0,400.963
3,870,166,166,0,423.915
3,870,167,167,0,417.308
3,870,168,168,0,416.578
3,870,169,169,0,446.508
3,870,170,170,0,441.838
3,870,172,172,0,486.312
3,870,173,173,0,431.165
3,870,174,174,0,431.84
3,870,175,175,0,418.809
3,870,176,176,0,409.896
3,870,178,178,0,456.512
3,870,179,179,0,402.059
3,870,180,180,0,424.844
3,870,181,181,0,416.302
3,870,182,182,0,619.081
3,870,183,183,0,408.718
3,870,184,184,0,404.406
3,870,185,185,0,449.587
3,870,186,186,0,431.403
3,870,187,187,0,416.52
3,870,189,189,0,404.621
3,870,190,190,0,410.841
3,870,191,191,0,654.254
3,870,192,192,0,460.066
3,870,194,194,0,441.884
3,870,195,195,0,464.82
3,870,196,196,0,413.11
3,870,197,197,0,458.625
3,870,198,198,0,412.591
3,870,base,base,0,415.947
4,1088,1,1,0,433.206
4,1088,2,2,0,431.148
4,1088,4,4,0,388.154
4,1088,5,5,0,436.115
4,1088,6,6,0,414.879
4,1088,7,7,0,436.631
4,1088,8,8,0,474.166
4,1088,9,9,0,465.616
4,1088,10,10,0,432.466
4,1088,11,11,0,484.141
4,1088,12,12,0,398.717
4,1088,13,13,0,412.163
4,1088,14,14,0,467.164
4,1088,15,15,0,419.453
4,1088,16,16,0,433.923
4,1088,17,17,0,419.382
4,1088,18,18,0,445.404
4,1088,19,19,0,421.414
4,1088,20,20,0,464.63
4,1088,21,21,0,412.004
4,1088,22,22,0,486.101
4,1088,23,23,0,577.055
4,1088,24,24,0,466.387
4,1088,25,25,0,431.405
4,1088,26,26,0,424
4,1088,27,27,0,430.127
4,1088,28,28,0,474.322
4,1088,29,29,0,432.987
4,1088,30,30,0,504.962
4,1088,31,31,0,798.411
4,1088,32,32,0,496.881
4,1088,33,33,0,424.817
4,1088,34,34,0,590.581
4,1088,35,35,0,433.135
4,1088,36,36,0,407.357
4,1088,37,37,0,404.855
4,1088,38,38,0,449.29
4,1088,39,39,0,422.626
4,1088,40,40,0,415.723
4,1088,41,41,0,438.369
4,1088,42,42,0,467.249
4,1088,43,43,0,401.269
4,1088,44,44,0,955.18
4,1088,45,45,0,437.584
4,1088,46,46,0,425.286
4,1088,47,47,0,427.714
4,1088,48,48,0,562.372
4,1088,49,49,0,403.254
4,1088,50,50,0,419.989
4,1088,51,51,0,428.691
4,1088,52,52,0,409.276
4,1088,53,53,0,493.605
4,1088,54,54,0,412.501
4,1088,55,55,0,428.811
4,1088,56,56,0,466.452
4,1088,57,57,0,420
4,1088,58,58,0,503.404
4,1088,59,59,0,471.749
4,1088,60,60,0,435.671
4,1088,61,61,0,497.655
4,1088,62,62,0,818.964
4,1088,63,63,0,477.452
4,1088,64,64,0,442.124
4,1088,65,65,0,435.742
4,1088,66,66,0,421.83
4,1088,67,67,0,407.829
4,1088,69,69,0,459.366
4,1088,70,70,0,711.516
4,1088,71,71,0,417.226
4,1088,73,73,0,428.7
4,1088,74,74,0,441.645
4,1088,75,75,0,406.062
4,1088,76,76,0,638.435
4,1088,77,77,0,416.063
4,1088,78,78,0,587.03
4,1088,80,80,0,430.076
4,1088,81,81,0,451.754
4,1088,82,82,0,406.649
4,1088,83,83,0,464.32
4,1088,84,84,0,451.053
4,1088,85,85,0,600.322
4,1088,86,86,0,486.564
4,1088,87,87,0,412.288
4,1088,88,88,0,403.834
4,1088,89,89,0,431.475
4,1088,90,90,0,446.917
4,1088,91,91,0,516.505
4,1088,92,92,0,437.236
4,1088,93,93,0,473.356
4,1088,94,94,0,554.489
4,1088,95,95,0,427.244
4,1088,96,96,0,439.976
4,1088,97,97,0,441.771
4,1088,98,98,0,440.246
4,1088,99,99,0,699.165
4,1088,100,100,0,429.243
4,1088,101,101,0,399.701
4,1088,102,102,0,455.521
4,1088,103,103,0,420.624
4,1088,104,104,0,442.607
4,1088,105,105,0,598.93
4,1088,106,106,0,419.951
4,1088,107,107,0,414.836
4,1088,108,108,0,437.632
4,1088,109,109,0,467.469
4,1088,110,110,0,426.809
4,1088,111,111,0,411.485
4,1088,112,112,0,426.177
4,1088,113,113,0,404.689
4,1088,114,114,0,428.888
4,1088,115,115,0,565.607
4,1088,116,116,0,430.372
4,1088,117,117,0,447.433
4,1088,118,118,0,429.466
4,1088,119,119,0,391.855
4,1088,120,120,0,482.556
4,1088,121,121,0,429.306
4,1088,123,123,0,434.684
4,1088,124,124,0,408.336
4,1088,125,125,0,396.652
4,1088,126,126,0,434.365
4,1088,127,127,0,432.287
4,1088,128,128,0,579.735
4,1088,129,129,0,412.255
4,1088,130,130,0,741.646
4,1088,131,131,0,600.723
4,1088,132,132,0,454.309
4,1088,133,133,0,426.373
4,1088,135,135,0,430.9
4,1088,136,136,0,437.061
4,1088,137,137,0,426.928
4,1088,139,139,0,450.125
4,1088,140,140,0,423.363
4,1088,141,141,0,606.184
4,1088,142,142,0,407.734
4,1088,143,143,0,458.443
4,1088,144,144,0,497.865
4,1088,145,145,0,430.221
4,1088,146,146,0,418.921
4,1088,147,147,0,450.023
4,1088,148,148,0,460.307
4,1088,149,149,0,1597.9
4,1088,150,150,0,474.857
4,1088,152,152,0,427.073
4,1088,154,154,0,429.724
4,1088,155,155,0,431.288
4,1088,156,156,0,432.046
4,1088,157,157,0,439.484
4,1088,158,158,0,504.376
4,1088,159,159,0,434.656
4,1088,160,160,0,498.467
4,1088,161,161,0,437.518
4,1088,162,162,0,420.376
4,1088,163,163,0,437.129
4,1088,164,164,0,461.591
4,1088,165,165,0,401.278
4,1088,166,166,0,421.923
4,1088,167,167,0,471.207
4,1088,168,168,0,414.532
4,1088,169,169,0,442.632
4,1088,170,170,0,441.012
4,1088,172,172,0,488.6
4,1088,173,173,0,429.402
4,1088,174,174,0,425.14
4,1088,175,175,0,419.44
4,1088,176,176,0,407.733
4,1088,178,178,0,444.888
4,1088,179,179,0,401.315
4,1088,180,180,0,422.209
4,1088,181,181,0,415.778
4,1088,182,182,0,422.754
4,1088,183,183,0,409.299
4,1088,184,184,0,401.771
4,1088,185,185,0,437.813
4,1088,186,186,0,430.97
4,1088,187,187,0,416.66
4,1088,189,189,0,405.04
4,1088,190,190,0,410.601
4,1088,191,191,0,441.516
4,1088,192,192,0,456.164
4,1088,194,194,0,436.967
4,1088,195,195,0,461.165
4,1088,196,196,0,411.898
4,1088,197,197,0,424.781
4,1088,198,198,0,409.515
4,1088,base,base,0,416.243
5,1300,1,1,0,431.552
5,1300,2,2,0,428.869
5,1300,4,4,0,389.547
5,1300,5,5,0,433.716
5,1300,6,6,0,413.843
5,1300,7,7,0,434.383
5,1300,8,8,0,453.053
5,1300,9,9,0,463.679
5,1300,10,10,0,429.875
5,1300,11,11,0,513.991
5,1300,13,13,0,412.687
5,1300,14,14,0,464.169
5,1300,15,15,0,477.698
5,1300,16,16,0,523.52
5,1300,17,17,0,419.309
5,1300,18,18,0,444.102
5,1300,19,19,0,423.144
5,1300,21,21,0,413.432
5,1300,22,22,0,482.145
5,1300,23,23,0,439.145
5,1300,24,24,0,411.419
5,1300,25,25,0,891.051
5,1300,26,26,0,429.211
5,1300,27,27,0,551.561
5,1300,28,28,0,470.737
5,1300,29,29,0,433.554
5,1300,30,30,0,550.536
5,1300,31,31,0,428.245
5,1300,32,32,0,485.54
5,1300,33,33,0,425.353
5,1300,34,34,0,600.347
5,1300,35,35,0,430.934
5,1300,36,36,0,407.884
5,1300,37,37,0,404.554
5,1300,38,38,0,549.217
5,1300,39,39,0,419.541
5,1300,40,40,0,415.963
5,1300,41,41,0,453.445
5,1300,42,42,0,465.462
5,1300,43,43,0,400.995
5,1300,44,44,0,441.606
5,1300,45,45,0,433.399
5,1300,46,46,0,523.915
5,1300,47,47,0,427.617
5,1300,48,48,0,554.229
5,1300,49,49,0,400.843
5,1300,50,50,0,417.473
5,1300,51,51,0,416.312
5,1300,52,52,0,410.417
5,1300,53,53,0,506.156
5,1300,54,54,0,510.98
5,1300,55,55,0,427.672
5,1300,56,56,0,458.446
5,1300,57,57,0,418.44
5,1300,58,58,0,487.613
5,1300,59,59,0,470.738
5,1300,60,60,0,436.748
5,1300,61,61,0,486.705
5,1300,62,62,0,449.747
5,1300,63,63,0,471.912
5,1300,64,64,0,435.196
5,1300,65,65,0,433.304
5,1300,66,66,0,562.117
5,1300,67,67,0,408.913
5,1300,69,69,0,458.32
5,1300,70,70,0,423.877
5,1300,71,71,0,414.485
5,1300,73,73,0,428.276
5,1300,74,74,0,438.516
5,1300,75,75,0,405.343
5,1300,76,76,0,628.507
5,1300,77,77,0,417.726
5,1300,78,78,0,528.045
5,1300,80,80,0,431.922
5,1300,81,81,0,423.617
5,1300,82,82,0,406.211
5,1300,83,83,0,461.571
5,1300,84,84,0,451.806
5,1300,85,85,0,531.08
5,1300,86,86,0,481.56
5,1300,87,87,0,412.067
5,1300,88,88,0,403.467
5,1300,89,89,0,430.713
5,1300,90,90,0,444.393
5,1300,91,91,0,501.887
5,1300,92,92,0,438.205
5,1300,93,93,0,514.406
5,1300,94,94,0,516.523
5,1300,95,95,0,425.281
5,1300,96,96,0,437.129
5,1300,97,97,0,442.938
5,1300,98,98,0,440.942
5,1300,99,99,0,484.542
5,1300,100,100,0,429.327
5,1300,101,101,0,400.978
5,1300,102,102,0,456.647
5,1300,103,103,0,429.904
5,1300,104,104,0,434.459
5,1300,105,105,0,415.576
5,1300,106,106,0,456.935
5,1300,107,107,0,412.36
5,1300,108,108,0,429.567
5,1300,109,109,0,465.733
5,1300,110,110,0,411.913
5,1300,111,111,0,413.197
5,1300,113,113,0,498.209
5,1300,114,114,0,428.871
5,1300,115,115,0,493.884
5,1300,116,116,0,428.049
5,1300,117,117,0,445.79
5,1300,118,118,0,425.548
5,1300,119,119,0,392.49
5,1300,120,120,0,519.583
5,1300,121,121,0,466.122
5,1300,124,124,0,407.71
5,1300,125,125,0,395.888
5,1300,126,126,0,434.508
5,1300,127,127,0,432.595
5,1300,128,128,0,442.72
5,1300,129,129,0,410.82
5,1300,130,130,0,438
5,1300,131,131,0,449.677
5,1300,132,132,0,455.512
5,1300,133,133,0,423.338
5,1300,135,135,0,468.237
5,1300,136,136,0,431.896
5,1300,137,137,0,425.077
5,1300,139,139,0,443.832
5,1300,140,140,0,424.451
5,1300,141,141,0,605.31
5,1300,142,142,0,408.039
5,1300,143,143,0,461.864
5,1300,144,144,0,648.307
5,1300,145,145,0,426.705
5,1300,146,146,0,419.148
5,1300,147,147,0,438.506
5,1300,148,148,0,460.887
5,1300,149,149,0,520.846
5,1300,150,150,0,479.696
5,1300,154,154,0,425.239
5,1300,155,155,0,428.593
5,1300,156,156,0,426.165
5,1300,157,157,0,420.891
5,1300,158,158,0,511.223
5,1300,159,159,0,435.068
5,1300,160,160,0,504.69
5,1300,161,161,0,436.779
5,1300,162,162,0,416.614
5,1300,163,163,0,434.676
5,1300,164,164,0,458.962
5,1300,165,165,0,401.637
5,1300,166,166,0,421.479
5,1300,167,167,0,414.149
5,1300,168,168,0,413.989
5,1300,169,169,0,440.982
5,1300,170,170,0,442.054
5,1300,172,172,0,485.067
5,1300,173,173,0,429.528
5,1300,174,174,0,423.943
5,1300,175,175,0,422.709
5,1300,176,176,0,407.489
5,1300,178,178,0,436.86
5,1300,179,179,0,401.354
5,1300,180,180,0,421.664
5,1300,181,181,0,416.158
5,1300,182,182,0,512.408
5,1300,183,183,0,409.19
5,1300,184,184,0,400.396
5,1300,185,185,0,432.368
5,1300,186,186,0,431.925
5,1300,187,187,0,416.61
5,1300,189,189,0,405.112
5,1300,191,191,0,436.836
5,1300,192,192,0,463.37
5,1300,194,194,0,434.278
5,1300,195,195,0,459.468
5,1300,196,196,0,413.373
5,1300,197,197,0,459.364
5,1300,198,198,0,408.555
5,1300,base,base,0,452.227
6,1508,1,1,0,421.328
6,1508,2,2,0,415.986
6,1508,4,4,0,391.151
6,1508,5,5,0,424.439
6,1508,6,6,0,444.849
6,1508,7,7,0,479.782
6,1508,8,8,0,434.419
6,1508,9,9,0,434.146
6,1508,10,10,0,410.528
6,1508,11,11,0,394.634
6,1508,13,13,0,411.565
6,1508,14,14,0,439.465
6,1508,15,15,0,404.876
6,1508,16,16,0,429.703
6,1508,17,17,0,436.336
6,1508,18,18,0,463.099
6,1508,19,19,0,416.95
6,1508,21,21,0,411.227
6,1508,22,22,0,447.505
6,1508,23,23,0,591.257
6,1508,24,24,0,736.133
6,1508,25,25,0,400.278
6,1508,26,26,0,416.944
6,1508,27,27,0,548.407
6,1508,28,28,0,605.269
6,1508,29,29,0,438.838
6,1508,30,30,0,449.209
6,1508,31,31,0,418.286
6,1508,32,32,0,473.185
6,1508,33,33,0,418.067
6,1508,34,34,0,441.025
6,1508,35,35,0,418.744
6,1508,36,36,0,406.554
6,1508,37,37,0,395.237
6,1508,38,38,0,404.441
6,1508,39,39,0,1126.64
6,1508,40,40,0,1418.58
6,1508,41,41,0,473.803
6,1508,42,42,0,484.527
6,1508,43,43,0,447.489
6,1508,44,44,0,431.541
6,1508,45,45,0,416.739
6,1508,46,46,0,396.965
6,1508,47,47,0,579.616
6,1508,48,48,0,466.777
6,1508,49,49,0,402.862
6,1508,51,51,0,405.994
6,1508,52,52,0,418.035
6,1508,53,53,0,463.202
6,1508,54,54,0,408.014
6,1508,55,55,0,408.517
6,1508,56,56,0,434.441
6,1508,57,57,0,610.42
6,1508,58,58,0,422.759
6,1508,59,59,0,507.549
6,1508,60,60,0,443.444
6,1508,61,61,0,440.143
6,1508,62,62,0,1002.03
6,1508,64,64,0,429.125
6,1508,65,65,0,415.327
6,1508,66,66,0,400.548
6,1508,67,67,0,414.046
6,1508,69,69,0,673.022
6,1508,70,70,0,928.991
6,1508,71,71,0,416.066
6,1508,73,73,0,649.937
6,1508,74,74,0,420.887
6,1508,75,75,0,421.716
6,1508,76,76,0,598.782
6,1508,77,77,0,545.953
6,1508,78,78,0,593.525
6,1508,80,80,0,446.998
6,1508,81,81,0,846.965
6,1508,82,82,0,566.954
6,1508,83,83,0,440.076
6,1508,84,84,0,435.109
6,1508,85,85,0,516.46
6,1508,86,86,0,525.856
6,1508,87,87,0,415.664
6,1508,88,88,0,402.154
6,1508,89,89,0,414.492
6,1508,90,90,0,430.399
6,1508,91,91,0,491.279
6,1508,92,92,0,482.252
6,1508,93,93,0,434.773
6,1508,94,94,0,609.005
6,1508,95,95,0,411.038
6,1508,96,96,0,706.768
6,1508,97,97,0,457.434
6,1508,98,98,0,444.37
6,1508,99,99,0,401.298
6,1508,100,100,0,426.995
6,1508,101,101,0,454.341
6,1508,102,102,0,450.956
6,1508,104,104,0,421.813
6,1508,105,105,0,541.949
6,1508,106,106,0,411.597
6,1508,107,107,0,407.405
6,1508,108,108,0,407.471
6,1508,109,109,0,443.213
6,1508,110,110,0,412.48
6,1508,111,111,0,411.357
6,1508,113,113,0,575.514
6,1508,114,114,0,423.303
6,1508,115,115,0,526.8
6,1508,116,116,0,421.48
6,1508,117,117,0,451.606
6,1508,118,118,0,548.243
6,1508,119,119,0,394.956
6,1508,120,120,0,404.553
6,1508,121,121,0,432.127
6,1508,124,124,0,399.012
6,1508,125,125,0,399.04
6,1508,126,126,0,441.717
6,1508,127,127,0,461.774
6,1508,128,128,0,624.061
6,1508,129,129,0,402.018
6,1508,130,130,0,508.323
6,1508,131,131,0,714.97
6,1508,132,132,0,566.383
6,1508,133,133,0,468.239
6,1508,135,135,0,564.647
6,1508,136,136,0,416.846
6,1508,137,137,0,428.157
6,1508,139,139,0,415.117
6,1508,140,140,0,423.842
6,1508,141,141,0,522.57
6,1508,142,142,0,409.323
6,1508,143,143,0,445.494
6,1508,144,144,0,442.649
6,1508,145,145,0,411.71
6,1508,146,146,0,422.16
6,1508,147,147,0,408.637
6,1508,148,148,0,453.237
6,1508,149,149,0,420.161
6,1508,150,150,0,458.509
6,1508,154,154,0,400.464
6,1508,155,155,0,413.917
6,1508,156,156,0,411.986
6,1508,157,157,0,420.173
6,1508,158,158,0,411.195
6,1508,159,159,0,429.696
6,1508,160,160,0,522.662
6,1508,161,161,0,436.39
6,1508,162,162,0,406.326
6,1508,163,163,0,415.535
6,1508,164,164,0,442.056
6,1508,165,165,0,395.436
6,1508,166,166,0,407.838
6,1508,167,167,0,520.296
6,1508,168,168,0,404.359
6,1508,169,169,0,418.196
6,1508,170,170,0,436.9
6,1508,172,172,0,488.963
6,1508,173,173,0,569.737
6,1508,174,174,0,404.33
6,1508,175,175,0,450.348
6,1508,176,176,0,396.612
6,1508,178,178,0,411.411
6,1508,179,179,0,397.595
6,1508,180,180,0,448.002
6,1508,181,181,0,414.646
6,1508,182,182,0,405.926
6,1508,183,183,0,407.731
6,1508,184,184,0,396.631
6,1508,185,185,0,409.651
6,1508,186,186,0,471.818
6,1508,187,187,0,415.544
6,1508,189,189,0,402.184
6,1508,191,191,0,891.515
6,1508,192,192,0,418.232
6,1508,194,194,0,426.089
6,1508,195,195,0,503.798
6,1508,196,196,0,522.703
6,1508,197,197,0,406.345
6,1508,198,198,0,402.112
6,1508,base,base,0,445.434
